,Journal,Date,Général,Section analytique,Libellé,Débit,Crédit,POSTE,SOUS POSTE
1253,OD,2020-01-31,606100,19-STRUCT0,TOTAL METIN,16.9,0.0,,
1254,OD,2020-01-31,615000,19-STRUCT0,METIN,76.72,0.0,,
1255,OD,2020-01-31,626000,19-STRUCT0,LA POSTE,30.0,0.0,,
1256,OD,2020-01-31,625600,19-STRUCT0,AUCHAN,22.01,0.0,,
1257,OD,2020-01-31,626000,19-STRUCT0,LA POSTE,4.48,0.0,,
1258,OD,2020-01-31,626000,19-STRUCT0,LA POSTE,6.0,0.0,,
1259,OD,2020-01-31,625600,19-STRUCT0,LECLERC,40.0,0.0,,
1260,OD,2020-01-31,625600,19-STRUCT0,RESTAU VENDREDI CLICHY,160.0,0.0,,
1261,OD,2020-01-31,625600,19-STRUCT0,COURTEPAILLE,31.8,0.0,,
1262,OD,2020-01-31,625600,19-STRUCT0,LEON DE BRUXELLES,42.7,0.0,,
1263,OD,2020-01-31,606100,19-STRUCT0,ESSENCE,20.0,0.0,,
1264,OD,2020-01-31,625600,19-STRUCT0,INTERMARCHE,54.08,0.0,,
1265,OD,2020-01-31,626000,19-STRUCT0,LA POSTE,37.2,0.0,,
1290,ACH,2020-01-27,616150,19-STRUCT0,CM - CIC BAIL,8.57,0.0,,
1291,ACH,2020-01-27,616140,19-STRUCT0,CM - CIC BAIL,11.48,0.0,,
1292,ACH,2020-01-27,612100,19-STRUCT0,CM - CIC BAIL,343.32,0.0,,
1329,ACH,2020-01-15,613102,19-STRUCT0,VIAXEL,251.31,0.0,,
1334,ACH,2020-01-15,606100,19-STRUCT0,TOTAL,1237.04,0.0,,
1348,ACH,2020-01-11,616150,19-STRUCT0,CM - CIC BAIL,10.95,0.0,,
1349,ACH,2020-01-11,616140,19-STRUCT0,CM - CIC BAIL,14.67,0.0,,
1350,ACH,2020-01-11,612300,19-STRUCT0,CM - CIC BAIL,448.79,0.0,,
1351,ACH,2020-01-10,612220,19-STRUCT0,ALLIANZ,3224.06,0.0,,
1352,ACH,2020-01-10,612200,19-STRUCT0,ALLIANZ,1379.3,0.0,,
1353,ACH,2020-01-10,612200,19-STRUCT0,ALLIANZ,977.06,0.0,,
1364,ACH,2020-01-08,626100,19-STRUCT0,ORANGE,195.6,0.0,,
1365,ACH,2020-01-08,616150,19-STRUCT0,CM - CIC BAIL,9.95,0.0,,
1366,ACH,2020-01-08,616140,19-STRUCT0,CM - CIC BAIL,11.94,0.0,,
1367,ACH,2020-01-08,612200,19-STRUCT0,CM - CIC BAIL,395.32,0.0,,
1370,ACH,2020-01-07,606400,19-STRUCT0,DIRECT FOURNITURES,164.56,0.0,,
1373,ACH,2020-01-05,611433,19-STRUCT0,MICROSOFT,10.5,0.0,,
1378,ACH,2020-01-03,626100,19-STRUCT0,SFR,357.17,0.0,,
1380,ACH,2020-01-03,611433,19-STRUCT0,METEO FRANCE,95.0,0.0,,
1384,ACH,2020-01-01,613512,19-STRUCT0,HILTI,95.0,0.0,,
1385,ACH,2020-01-01,614000,19-STRUCT0,SCI DES ARTISANS / JUM IMMO,300.0,0.0,,
1386,ACH,2020-01-01,613200,19-STRUCT0,SCI DES ARTISANS / JUM IMMO,1675.66,0.0,,
1387,ACH,2020-01-01,613512,19-STRUCT0,HILTI,2224.03,0.0,,
1388,ACH,2020-01-01,612800,19-STRUCT0,CM - CIC BAIL,418.0,0.0,,
1389,ACH,2020-01-01,616140,19-STRUCT0,CM - CIC BAIL,11.97,0.0,,
