,Journal,Date,Général,Section analytique,Libellé,Débit,Crédit,POSTE,SOUS POSTE
71,ACH,2020-02-25,612303,20-STRUCT0,CREDIPAR,329.97,0.0,,
72,ACH,2020-02-25,612302,20-STRUCT0,CREDIPAR,312.45,0.0,,
73,ACH,2020-02-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
74,ACH,2020-02-27,616120,20-STRUCT0,CM - CIC BAIL,20.05,0.0,,
75,ACH,2020-02-27,612100,20-STRUCT0,CM - CIC BAIL,343.32,0.0,,
76,ACH,2020-02-28,611441,20-STRUCT0,MPC SANDRINE,245.0,0.0,,
77,ACH,2020-02-29,613101,20-STRUCT0,KODEN,537.62,0.0,,
78,ACH,2020-02-29,645700,20-STRUCT0,APST,219.61,0.0,,
79,ACH,2020-02-29,606100,20-STRUCT0,TOTAL,821.44,0.0,,
80,ACH,2020-02-29,622600,20-STRUCT0,ASF GROUPE AO2C,1048.0,0.0,,
81,ACH,2020-02-29,611443,20-STRUCT0,INCUBES,95.0,0.0,,
82,ACH,2020-03-01,614000,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,300.0,0.0,,
83,ACH,2020-03-01,613200,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,1675.66,0.0,,
84,ACH,2020-03-01,635120,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,1261.61,0.0,,
85,ACH,2020-03-01,601000,20-STRUCT0,NDF MICHELLE BERTRAND,37.49,0.0,,
86,ACH,2020-03-01,601000,20-STRUCT0,NDF MARIO CINCA,178.68,0.0,,
87,ACH,2020-03-01,625600,20-STRUCT0,NDF MICHELLE,66.93,0.0,,
88,ACH,2020-03-01,626000,20-STRUCT0,NDF MICHELLE,17.09,0.0,,
89,ACH,2020-03-01,626100,20-STRUCT0,SFR,359.27,0.0,,
90,ACH,2020-03-01,616120,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,17.98,0.0,,
91,ACH,2020-03-01,612500,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,349.42,0.0,,
92,ACH,2020-03-01,613512,20-STRUCT0,HILTI,2224.03,0.0,,
93,ACH,2020-03-01,613512,20-STRUCT0,HILTI,95.0,0.0,,
94,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,109.71,0.0,,
95,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,93.08,0.0,,
96,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,123.71,0.0,,
97,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,145.78,0.0,,
98,ACH,2020-03-01,616000,20-STRUCT0,ALLIANZ,74.5,0.0,,
99,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,1723.11,0.0,,
100,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,1650.82,0.0,,
101,ACH,2020-03-01,616120,20-STRUCT0,ALLIANZ,1650.82,0.0,,
102,ACH,2020-03-02,625600,20-STRUCT0,REPAS,285.82,0.0,,
103,ACH,2020-03-02,625600,20-STRUCT0,REPAS,208.0,0.0,,
104,ACH,2020-03-03,612306,20-STRUCT0,DIAC,381.1,0.0,,
105,ACH,2020-03-03,616120,20-STRUCT0,DIAC,36.53,0.0,,
106,ACH,2020-03-05,616120,20-STRUCT0,ALLIANZ,83.17,0.0,,
107,ACH,2020-03-05,616120,20-STRUCT0,ALLIANZ,80.93,0.0,,
108,ACH,2020-03-05,616120,20-STRUCT0,ALLIANZ,268.18,0.0,,
109,ACH,2020-03-08,616120,20-STRUCT0,CM - CIC BAIL,21.89,0.0,,
110,ACH,2020-03-08,612200,20-STRUCT0,CM - CIC BAIL,474.38,0.0,,
111,ACH,2020-03-11,616120,20-STRUCT0,CM - CIC BAIL,10.95,0.0,,
112,ACH,2020-03-11,612300,20-STRUCT0,CM - CIC BAIL,448.79,0.0,,
113,ACH,2020-03-11,616120,20-STRUCT0,CM - CIC BAIL,14.67,0.0,,
114,ACH,2020-03-14,616110,20-STRUCT0,SMA BTP - COTISATION PROVISIONNELLE,12090.74,0.0,,
115,ACH,2020-03-15,606100,20-STRUCT0,TOTAL,1198.09,0.0,,
116,ACH,2020-03-17,615000,20-STRUCT0,PEUGEOT METIN,2488.33,0.0,,
117,ACH,2020-03-25,612305,20-STRUCT0,VIAXEL,229.7,0.0,,
118,ACH,2020-03-25,616120,20-STRUCT0,VIAXEL,21.61,0.0,,
119,ACH,2020-03-25,611441,20-STRUCT0,MPC SANDRINE,490.0,0.0,,
120,ACH,2020-03-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
121,ACH,2020-03-25,612301,20-STRUCT0,CREDIPAR,312.45,0.0,,
122,ACH,2020-03-25,616120,20-STRUCT0,CREDIPAR,93.9,0.0,,
123,ACH,2020-03-25,612303,20-STRUCT0,CREDIPAR,329.97,0.0,,
124,ACH,2020-03-25,612302,20-STRUCT0,CREDIPAR,312.45,0.0,,
125,ACH,2020-03-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
126,ACH,2020-03-30,611442,20-STRUCT0,NHP NETTOYAGE BUREAU,86.94,0.0,,
127,ACH,2020-03-30,606100,20-STRUCT0,TOTAL,576.59,0.0,,
128,ACH,2020-03-30,625600,20-STRUCT0,REPAS,261.6,0.0,,
129,BQ1,2020-03-30,661810,20-STRUCT0,MAZAMET,121.58,0.0,,
130,ACH,2020-03-31,611443,20-STRUCT0,INCUBES,95.0,0.0,,
131,ACH,2020-03-31,613101,20-STRUCT0,LOXAM,590.03,0.0,,
132,ACH,2020-03-31,645700,20-STRUCT0,APST,119.75,0.0,,
133,ACH,2020-03-31,622600,20-STRUCT0,ASF GROUPE AO2C,623.0,0.0,,
134,ACH,2020-03-31,625600,20-STRUCT0,DIVERS,58.06,0.0,,
135,ACH,2020-03-31,613102,20-STRUCT0,LOXAM,104.88,0.0,,
136,ACH,2020-04-01,613200,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,1675.66,0.0,,
137,ACH,2020-04-01,614000,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,300.0,0.0,,
138,ACH,2020-04-01,612700,20-STRUCT0,FRANFINANCE,687.0,0.0,,
139,ACH,2020-04-01,626100,20-STRUCT0,SFR,350.4,0.0,,
140,ACH,2020-04-01,612800,20-STRUCT0,LIXXBAIL,418.0,0.0,,
141,ACH,2020-04-01,616120,20-STRUCT0,LIXXBAIL,11.97,0.0,,
142,ACH,2020-04-01,612701,20-STRUCT0,LIXXBAIL,390.0,0.0,,
143,ACH,2020-04-01,616120,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,17.98,0.0,,
144,ACH,2020-04-01,612500,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,349.42,0.0,,
145,ACH,2020-04-01,613512,20-STRUCT0,HILTI,95.0,0.0,,
146,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,109.71,0.0,,
147,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,93.08,0.0,,
148,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,123.71,0.0,,
149,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,139.88,0.0,,
150,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,74.5,0.0,,
151,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,343.46,0.0,,
152,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
153,ACH,2020-04-01,616120,20-STRUCT0,ALLIANZ,328.99,0.0,,
154,ACH,2020-04-03,612306,20-STRUCT0,DIAC,381.1,0.0,,
155,ACH,2020-04-03,616120,20-STRUCT0,DIAC,36.53,0.0,,
156,ACH,2020-04-04,601950,20-STRUCT0,CHED DE FILE CUSTOM,450.0,0.0,,
157,ACH,2020-04-05,616120,20-STRUCT0,ALLIANZ,83.17,0.0,,
158,ACH,2020-04-05,616120,20-STRUCT0,ALLIANZ,80.93,0.0,,
159,ACH,2020-04-05,616120,20-STRUCT0,ALLIANZ,268.18,0.0,,
160,ACH,2020-04-07,626100,20-STRUCT0,ORANGE,164.84,0.0,,
161,ACH,2020-04-15,612305,20-STRUCT0,VIAXEL,229.7,0.0,,
162,ACH,2020-04-15,616120,20-STRUCT0,VIAXEL,21.61,0.0,,
163,ACH,2020-04-15,606100,20-STRUCT0,TOTAL,437.49,0.0,,
164,ACH,2020-04-17,601950,20-STRUCT0,FARMACIA OLIVEIRA,1880.0,0.0,,
165,ACH,2020-04-22,601950,20-STRUCT0,SANTE STOCK,2207.3,0.0,,
166,ACH,2020-04-22,606102,20-STRUCT0,EDF BUREAU,31.77,0.0,,
167,ACH,2020-04-25,612301,20-STRUCT0,CREDIPAR,312.45,0.0,,
168,ACH,2020-04-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
169,ACH,2020-04-25,612303,20-STRUCT0,CREDIPAR,329.97,0.0,,
170,ACH,2020-04-25,616120,20-STRUCT0,CREDIPAR,93.9,0.0,,
171,ACH,2020-04-25,612302,20-STRUCT0,CREDIPAR,312.45,0.0,,
172,ACH,2020-04-25,616120,20-STRUCT0,CREDIPAR,84.18,0.0,,
173,ACH,2020-04-30,601950,20-STRUCT0,ALPHI,720.0,0.0,,
174,ACH,2020-04-30,613102,20-STRUCT0,LOXAM,1069.38,0.0,,
175,ACH,2020-04-30,622600,20-STRUCT0,ASF GROUPE AO2C,573.0,0.0,,
176,ACH,2020-04-30,611442,20-STRUCT0,NHP NETTOYAGE BUREAU,130.81,0.0,,
177,ACH,2020-04-30,613102,20-STRUCT0,LOXAM,53.0,0.0,,
178,ACH,2020-04-30,606100,20-STRUCT0,TOTAL,641.45,0.0,,
179,ACH,2020-04-30,611428,20-STRUCT0,INCUBES,95.0,0.0,,
180,ACH,2020-04-30,601950,20-STRUCT0,PROLIANS,1078.05,0.0,,
181,ACH,2020-04-30,611433,20-STRUCT0,LC2TECH,300.0,0.0,,
182,ACH,2020-04-30,645700,20-STRUCT0,APST,30.2,0.0,,
183,ACH,2020-04-30,606400,20-STRUCT0,BRUNEAU,327.3,0.0,,
184,ACH,2020-05-01,613200,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,1675.66,0.0,,
185,ACH,2020-05-01,614000,20-STRUCT0,SCI DES ARTISANS / JUM IMMO,300.0,0.0,,
186,ACH,2020-05-01,613101,20-STRUCT0,HILTI,95.0,0.0,,
187,ACH,2020-05-01,613512,20-STRUCT0,HILTI,2367.81,0.0,,
188,ACH,2020-05-01,626100,20-STRUCT0,SFR,350.4,0.0,,
189,ACH,2020-05-01,616120,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,17.98,0.0,,
190,ACH,2020-05-01,612500,20-STRUCT0,NATIOCREDIMURS - VU PEUGEOT EXPERT,349.42,0.0,,
