,Journal,Date,Général,Section analytique,Libellé,Débit,Crédit,POSTE,SOUS POSTE
96,ACH,2020-07-17,635800,20-LIV-NLG,FRAIS DE VOIRIE COSSONNEAU,3430.0,0.0,,
99,ACH,2020-07-17,611420,20-LIV-NLG,QUALICONSULT,450.0,0.0,,
113,ACH,2020-07-15,613101,20-LIV-NLG,LOXAM,38.12,0.0,,
260,ACH,2020-06-30,613511,20-LIV-NLG,STI,433.33,0.0,,
